filename,mfcc_start,chroma_start,tempo_start,mfcc_end,chroma_end,tempo_end,uri
Yun Hi Chala Chal - Udit Narayan.mp3,"-189.21043395996094,43.93425369262695,-47.986602783203125,3.998638868331909,-9.467105865478516","0.32949015498161316,0.32420507073402405,0.31630173325538635,0.24735616147518158,0.31632745265960693,0.21888262033462524,0.1932312548160553,0.19764021039009094,0.2367795705795288,0.2263406664133072,0.2865413427352905,0.8756551146507263",107.6660156,"-326.2510070800781,71.65943908691406,-0.806661069393158,2.5594406127929688,4.075492858886719","0.28766918182373047,0.23419295251369476,0.30027127265930176,0.3410148322582245,0.7346501350402832,0.24418321251869202,0.17647801339626312,0.1641455590724945,0.2651363015174866,0.3532808721065521,0.383588582277298,0.46969324350357056",107.6660156,spotify:track:3GrTI5vAoDD3VE24VTBJAc
Yuyu Meimei - Eve.mp3,"-176.8917999267578,72.56986236572266,25.75023651123047,22.98428726196289,14.898962020874023","0.6077198386192322,0.548520028591156,0.5233562588691711,0.39570531249046326,0.38458380103111267,0.3055260181427002,0.3188971281051636,0.4321112334728241,0.42277172207832336,0.5402516722679138,0.4625619053840637,0.501204788684845",123.046875,"-362.53961181640625,57.39492416381836,8.336702346801758,15.209043502807617,9.705432891845703","0.7411732077598572,0.6541938781738281,0.6670023798942566,0.5886530876159668,0.6827600002288818,0.46643927693367004,0.44237056374549866,0.5463926792144775,0.44680657982826233,0.4395064115524292,0.4727725386619568,0.6837790608406067",123.046875,spotify:track:5M4Cb3rtdMWa53ypyExGKJ
Zadok the Priest Coronation Anthem No 1 HWV 258 - George Frideric Handel.mp3,"-363.736572265625,87.24542999267578,-50.677154541015625,-3.5892012119293213,-1.606493592262268","0.7437383532524109,0.7332045435905457,0.6847055554389954,0.6733160018920898,0.6534472107887268,0.6450366377830505,0.6709426045417786,0.687397301197052,0.6829680800437927,0.7046838998794556,0.7236430048942566,0.7216525673866272",112.3471467,"-301.0834655761719,82.03144836425781,-65.24443817138672,-13.072242736816406,-6.057457447052002","0.693913459777832,0.6890973448753357,0.6781672835350037,0.6744952201843262,0.6687510013580322,0.6654331684112549,0.6602784395217896,0.6690643429756165,0.6867465972900391,0.7250988483428955,0.7294458746910095,0.7107530236244202",129.1992188,
Zara Sa - Pritam.mp3,"-218.90460205078125,105.63581848144531,-8.760130882263184,14.093172073364258,2.3098719120025635","0.5186796188354492,0.15592704713344574,0.1406736969947815,0.17800357937812805,0.09599117189645767,0.210253044962883,0.18860921263694763,0.4044753313064575,0.1577950268983841,0.16183020174503326,0.4783632755279541,0.26735517382621765",112.3471467,"-246.05670166015625,76.33689880371094,2.5100486278533936,17.851390838623047,-10.960894584655762","0.371197372674942,0.21426483988761902,0.3426401913166046,0.5430125594139099,0.2254619151353836,0.2916897237300873,0.16095055639743805,0.20373226702213287,0.16084693372249603,0.16937482357025146,0.2574726343154907,0.22021369636058807",112.3471467,spotify:track:18YHbIhrleUkKKj2DvEp79
Zaroorat - Mustafa Zahid.mp3,"-427.9519348144531,85.53829956054688,-61.4913444519043,25.934471130371094,-8.07936954498291","0.219149649143219,0.10167822986841202,0.13247692584991455,0.26796668767929077,0.2879350185394287,0.22690697014331818,0.5385183095932007,0.2177077978849411,0.10761836171150208,0.18973886966705322,0.23442284762859344,0.6568605899810791",129.1992188,"-497.5916442871094,163.73692321777344,44.45432662963867,-5.60915470123291,-17.25066566467285","0.2824585735797882,0.10038238018751144,0.14853234589099884,0.0684601217508316,0.22627794742584229,0.28161343932151794,0.05434872955083847,0.010430295020341873,0.11617667973041534,0.5524991750717163,0.17394259572029114,0.07044026255607605",117.4538352,spotify:track:32U1XMh3DKlm45uvpofhvY
Zaroori Tha - Rahat Fateh Ali Khan.mp3,"-303.1965026855469,112.21481323242188,3.5488667488098145,14.735218048095703,-6.665864944458008","0.1548338383436203,0.2895984649658203,0.20328399538993835,0.396361380815506,0.18129399418830872,0.1415586769580841,0.194991797208786,0.11831602454185486,0.21566452085971832,0.23346732556819916,0.49160856008529663,0.40365245938301086",129.1992188,"-241.23890686035156,93.98196411132812,20.033899307250977,17.74039077758789,4.476119041442871","0.18142952024936676,0.18624810874462128,0.24851520359516144,0.47022953629493713,0.3458813428878784,0.2811473309993744,0.30220934748649597,0.2864205837249756,0.4253602921962738,0.2941693365573883,0.2521836459636688,0.30238077044487",112.3471467,spotify:track:0JChw6k59cZxegh0SGceE1
Zenzenzense - movie ver - RADWIMPS.mp3,"-102.65081024169922,45.31772994995117,5.618236541748047,34.77813720703125,18.895105361938477","0.598109781742096,0.41250041127204895,0.3540964126586914,0.47255516052246094,0.5003513693809509,0.45164909958839417,0.47718700766563416,0.3310375511646271,0.3385714888572693,0.3411741256713867,0.4804806411266327,0.7729012966156006",95.703125,"-1026.6767578125,36.62236785888672,5.603160381317139,-4.188644886016846,-10.091092109680176","0.042155444622039795,0.029670171439647675,0.016903437674045563,0.02723141573369503,0.01993459463119507,0.05868879705667496,0.2628485858440399,0.09660147875547409,0.01760619692504406,0.04036018252372742,0.1718694120645523,0.10583943128585815",151.9990809,
Zero From Vanitas no Carte - Akano.mp3,"-244.06964111328125,105.7410659790039,19.963775634765625,2.5039865970611572,4.845518112182617","0.2747873067855835,0.3439803421497345,0.21209847927093506,0.39463385939598083,0.3046135902404785,0.13484899699687958,0.16689938306808472,0.18193545937538147,0.3903619945049286,0.17790213227272034,0.25920289754867554,0.4674782454967499",99.38401442,"-192.64776611328125,94.33949279785156,28.19565200805664,10.903213500976562,1.7345608472824097","0.29421722888946533,0.3039620518684387,0.32267439365386963,0.6228848099708557,0.35305675864219666,0.21447935700416565,0.39738017320632935,0.2837981581687927,0.39729759097099304,0.2750881314277649,0.26955556869506836,0.43597611784935",99.38401442,
Zeroes  Ones - Yoe Mase.mp3,"-705.06396484375,41.17959213256836,15.508150100708008,-2.3608920574188232,-11.58916187286377","0.17764365673065186,0.1028035506606102,0.10606006532907486,0.06547699868679047,0.04745275527238846,0.03443775698542595,0.03800661489367485,0.043685246258974075,0.10948032140731812,0.28897804021835327,0.1659994274377823,0.27937236428260803",135.9991776,"-169.786865234375,100.58287048339844,18.877504348754883,4.051187038421631,-25.64863395690918","0.3014627993106842,0.3256274163722992,0.4046294391155243,0.25585827231407166,0.33559131622314453,0.21881990134716034,0.32990965247154236,0.22557011246681213,0.2711426019668579,0.5669251680374146,0.32560378313064575,0.43670162558555603",135.9991776,
Zeta Halo - Curtis Schweitzer.mp3,"-356.65850830078125,152.46316528320312,-9.56335735321045,22.972579956054688,-17.47579002380371","0.18229827284812927,0.3866056799888611,0.29491305351257324,0.20809948444366455,0.35551759600639343,0.23248085379600525,0.3993467390537262,0.3175565302371979,0.15496386587619781,0.16097940504550934,0.21493293344974518,0.3723882734775543",117.4538352,"-629.0122680664062,121.00865173339844,40.27987289428711,22.895591735839844,5.319160461425781","0.3149229884147644,0.1346926987171173,0.1733817309141159,0.4112313389778137,0.8026767373085022,0.345612496137619,0.24385279417037964,0.23777373135089874,0.23497803509235382,0.21994662284851074,0.36600595712661743,0.7876418828964233",123.046875,spotify:track:5P9YtbHxyGuZx9OOxrKr1L
Zinda - Amit Trivedi.mp3,"-426.0069580078125,156.72409057617188,27.372623443603516,28.608036041259766,22.834007263183594","0.25259527564048767,0.19977134466171265,0.3530224561691284,0.4282802939414978,0.2924278974533081,0.4400683045387268,0.23139342665672302,0.18646331131458282,0.20536379516124725,0.3672104477882385,0.7186977863311768,0.47318580746650696",95.703125,"-146.72991943359375,115.36900329589844,-16.447067260742188,27.14374351501465,5.5588788986206055","0.3366761803627014,0.5271543860435486,0.32670852541923523,0.32067152857780457,0.27368226647377014,0.34760335087776184,0.5082902908325195,0.36214587092399597,0.4089171290397644,0.25703999400138855,0.45888766646385193,0.40854859352111816",117.4538352,spotify:track:6k3XXCE1ZzwevQlxf8dNaw
Zinda - Shankar-Ehsaan-Loy.mp3,"-167.49525451660156,94.60689544677734,-83.9496841430664,25.406356811523438,-4.973824501037598","0.35498085618019104,0.35030078887939453,0.48369187116622925,0.5580607652664185,0.511543869972229,0.29332292079925537,0.23729722201824188,0.24498355388641357,0.2729627192020416,0.31998780369758606,0.48311373591423035,0.4692211449146271",107.6660156,"-72.95758819580078,66.21720886230469,-4.76384973526001,25.579362869262695,6.078570365905762","0.3498101234436035,0.3162180185317993,0.4113785922527313,0.4305722713470459,0.6304293870925903,0.4844622015953064,0.4972856044769287,0.4182826578617096,0.4283217787742615,0.5065193176269531,0.40035325288772583,0.51401287317276",107.6660156,spotify:track:7vZz8oJ5qAqB9MghufRK5k
Zindagi Do Pal Ki - KK.mp3,"-47.79508972167969,65.25907135009766,14.172453880310059,19.40842056274414,9.060585021972656","0.4186886250972748,0.3616543412208557,0.502777636051178,0.4226740300655365,0.3894031047821045,0.30546677112579346,0.3859268128871918,0.4583992063999176,0.37032586336135864,0.5706273913383484,0.3882560729980469,0.5877467393875122",112.3471467,"-164.81105041503906,86.70149230957031,17.35654067993164,23.842416763305664,4.0025458335876465","0.2767341732978821,0.2097148448228836,0.3070545494556427,0.29506829380989075,0.4282889664173126,0.20102332532405853,0.28951573371887207,0.31466567516326904,0.29787522554397583,0.4286016523838043,0.3023831248283386,0.38906893134117126",123.046875,spotify:track:3s6H6UW7yPu2rsF8CGki60
Zindagi Kuch Toh Bata Reprise - Jubin Nautiyal.mp3,"-379.6267395019531,213.65576171875,-18.495847702026367,10.434610366821289,4.902698993682861","0.5674425959587097,0.4151638150215149,0.2946668565273285,0.28615206480026245,0.24268729984760284,0.25210222601890564,0.13779482245445251,0.22100982069969177,0.26946771144866943,0.3070209324359894,0.2670350670814514,0.1870303452014923",117.4538352,"-566.522216796875,141.8043212890625,33.08708572387695,26.050119400024414,6.031724452972412","0.08907793462276459,0.10260187089443207,0.17704226076602936,0.14666254818439484,0.09671123325824738,0.23260527849197388,0.67798912525177,0.19853059947490692,0.11589767038822174,0.6208823323249817,0.26995325088500977,0.06050955131649971",123.046875,
Zingaat - Ajay-Atul.mp3,"-259.1101379394531,139.41827392578125,-6.879303932189941,-0.31422778964042664,-3.3354430198669434","0.24413107335567474,0.3082412779331207,0.19294019043445587,0.18501684069633484,0.2973063886165619,0.1534944772720337,0.20664870738983154,0.20171093940734863,0.48743557929992676,0.6680811643600464,0.35825830698013306,0.36714309453964233",129.1992188,"-34.376548767089844,106.1504135131836,7.925145626068115,24.145193099975586,8.124588012695312","0.5323461890220642,0.5776315331459045,0.5705749988555908,0.5214521884918213,0.6259402632713318,0.7137153744697571,0.5676335096359253,0.4810389280319214,0.4165990650653839,0.4321898818016052,0.43656373023986816,0.45610561966896057",129.1992188,
Zombie - The Cranberries.mp3,"-323.823486328125,169.02328491210938,-87.2114486694336,21.78805923461914,4.804370880126953","0.215653195977211,0.2801772356033325,0.5654482841491699,0.31229546666145325,0.5835051536560059,0.34144970774650574,0.39061689376831055,0.5865758657455444,0.3379090428352356,0.32948899269104004,0.18086054921150208,0.6797744035720825",95.703125,"-246.61117553710938,83.42211151123047,34.467201232910156,33.01177978515625,21.002944946289062","0.34618327021598816,0.258090615272522,0.24352265894412994,0.2908589541912079,0.37245872616767883,0.2879749536514282,0.26724329590797424,0.3511062264442444,0.4348892867565155,0.6589465141296387,0.3047507405281067,0.3408825397491455",172.265625,spotify:track:7EZC6E7UjZe63f1jRmkWxt
A-Punk - Vampire Weekend.mp3,"-263.7547302246094,96.12324523925781,-35.526737213134766,21.081632614135742,1.3705754280090332","0.11993563175201416,0.21679116785526276,0.2595655918121338,0.14611651003360748,0.13927671313285828,0.14780978858470917,0.36263754963874817,0.29905152320861816,0.24638161063194275,0.29485204815864563,0.1883784383535385,0.14406687021255493",172.265625,"-214.7021026611328,78.8329849243164,-6.888128280639648,9.944605827331543,-4.287277698516846","0.3287360966205597,0.37550273537635803,0.3965337574481964,0.31061306595802307,0.2641184628009796,0.3244929909706116,0.4800918400287628,0.46974167227745056,0.3611588180065155,0.41217681765556335,0.38184264302253723,0.341417133808136",172.265625,spotify:track:3AydAydLzyyZutA0375XIz
Aaftaab - The Local Train.mp3,"-324.1487121582031,160.83314514160156,11.559595108032227,31.9393310546875,13.608872413635254","0.16352804005146027,0.3645017743110657,0.1869133561849594,0.1738666594028473,0.16979685425758362,0.30346187949180603,0.5433524250984192,0.2679117023944855,0.23739884793758392,0.13266916573047638,0.13867713510990143,0.1544097363948822",107.6660156,"-392.8644714355469,111.50184631347656,15.141178131103516,11.430437088012695,0.3687499165534973","0.03299291059374809,0.1261681765317917,0.06900779902935028,0.05726851150393486,0.061475396156311035,0.1683976799249649,0.4583556056022644,0.22232137620449066,0.39803779125213623,0.17043837904930115,0.18003447353839874,0.06749452650547028",161.4990234,spotify:track:4LtSTc3xANVhYeeN69nscM
Aag Lage Chahe Basti Mai - Sirazee.mp3,"-214.31851196289062,49.81576156616211,-41.31578826904297,-2.838388442993164,-24.989933013916016","0.16764703392982483,0.41574209928512573,0.19278988242149353,0.18122629821300507,0.5806872248649597,0.2560271620750427,0.35029342770576477,0.11935032904148102,0.12417902797460556,0.30310899019241333,0.12185598909854889,0.1582440584897995",151.9990809,"-139.33404541015625,97.61539459228516,-0.364707350730896,18.51070785522461,8.71824836730957","0.37854695320129395,0.41886115074157715,0.257151335477829,0.23393577337265015,0.36300063133239746,0.3358229398727417,0.43461236357688904,0.3329824209213257,0.4776637852191925,0.5555325150489807,0.4202525317668915,0.4702429175376892",112.3471467,spotify:track:0gbNOv3x5M87aczFOIEzfp
Aahe Neelasaila - Bhikhari Bala.mp3,"-281.6653137207031,67.5221939086914,-36.879573822021484,65.67716217041016,-24.013757705688477","0.43135547637939453,0.20455460250377655,0.2145605832338333,0.1407998949289322,0.17281122505664825,0.1316261887550354,0.19930624961853027,0.4127773940563202,0.43226853013038635,0.43415939807891846,0.3243675231933594,0.3062572479248047",107.6660156,"-226.07376098632812,50.42691421508789,-57.40461730957031,44.132232666015625,-24.515735626220703","0.42424601316452026,0.12626291811466217,0.09189815819263458,0.07051511853933334,0.07470830529928207,0.08916591107845306,0.1317257583141327,0.49683114886283875,0.18937146663665771,0.15469181537628174,0.19014719128608704,0.1645205318927765",129.1992188,spotify:track:3fB2jhxOmwMsTxCYpjYjd4
Aahun Aahun From Love Aaj Kal - Master Saleem.mp3,"-173.73260498046875,107.63204193115234,-9.008392333984375,16.637897491455078,2.1722300052642822","0.4168258607387543,0.31931865215301514,0.3098187744617462,0.36692678928375244,0.3105226159095764,0.32625940442085266,0.30923718214035034,0.3477206528186798,0.29778486490249634,0.2994009256362915,0.31195777654647827,0.3329845666885376",123.046875,"-259.25421142578125,50.330970764160156,-1.2395647764205933,21.824399948120117,-0.8267762660980225","0.290059894323349,0.5281708836555481,0.4713636338710785,0.27842772006988525,0.3148072063922882,0.3508758544921875,0.2938723862171173,0.31456905603408813,0.47536858916282654,0.3746291995048523,0.21630603075027466,0.23828041553497314",86.1328125,
Aaj Bhi - Vishal Mishra.mp3,"-361.3281555175781,140.1280975341797,-16.813283920288086,6.355798244476318,-13.629159927368164","0.5485871434211731,0.571763277053833,0.6087033748626709,0.6368963122367859,0.6218539476394653,0.6188867688179016,0.6300307512283325,0.6215540170669556,0.6360111832618713,0.6165657639503479,0.6246970891952515,0.5817156434059143",117.4538352,"-432.4642639160156,55.5635871887207,-46.67845153808594,-12.243062973022461,-14.140860557556152","0.3513157367706299,0.3595115840435028,0.3904950022697449,0.394303560256958,0.40921083092689514,0.39193788170814514,0.5218322277069092,0.4726733863353729,0.44942232966423035,0.46203184127807617,0.3994496464729309,0.39054572582244873",143.5546875,spotify:track:65jpYG7TQCh0T7TtKO4Rjj
Aaj Bhi - WORMONO LoFi Remake - Vishal Mishra.mp3,"-300.9249572753906,138.9801483154297,-64.19568634033203,-16.98256492614746,-42.24744415283203","0.12194248288869858,0.11254964023828506,0.11035330593585968,0.5377171635627747,0.8244353532791138,0.21127837896347046,0.17646633088588715,0.11825332045555115,0.23693297803401947,0.08535624295473099,0.10500454902648926,0.25897035002708435",107.6660156,"-281.7153625488281,121.5738296508789,-13.661090850830078,-4.336352348327637,-3.579479455947876","0.2723245918750763,0.27278441190719604,0.21884725987911224,0.3584558367729187,0.8130022287368774,0.37234586477279663,0.31143954396247864,0.31805935502052307,0.52410489320755,0.4098159074783325,0.30797311663627625,0.3148901164531708",112.3471467,spotify:track:0muXl7VdnqjsMH3IDS2JFI
Aaj Bhi Lofi Flip - Its DPK.mp3,"-374.431884765625,104.52088928222656,-83.35765075683594,-20.864748001098633,-11.508679389953613","0.19737471640110016,0.24578352272510529,0.20357036590576172,0.26450255513191223,0.17661938071250916,0.18361720442771912,0.3076757490634918,0.3423645794391632,0.7603669166564941,0.2452666014432907,0.15717768669128418,0.14780744910240173",117.4538352,"-572.5636596679688,46.43123245239258,-13.050553321838379,-3.1871488094329834,-7.3799214363098145","0.3864610493183136,0.282968133687973,0.2092529982328415,0.3736770749092102,0.2399461269378662,0.18458108603954315,0.33513179421424866,0.39094096422195435,0.6156913638114929,0.5934721827507019,0.3447592258453369,0.5272925496101379",117.4538352,
Aaja We Mahiya - Imran Khan.mp3,"-468.8678894042969,116.18975067138672,-30.68596839904785,-8.398599624633789,-11.975021362304688","0.18231965601444244,0.16601957380771637,0.4639894962310791,0.26070359349250793,0.1138346716761589,0.24364027380943298,0.14698022603988647,0.30695921182632446,0.11084358394145966,0.21627895534038544,0.3035627603530884,0.12385034561157227",161.4990234,"-553.68310546875,55.620361328125,-47.64270782470703,27.73797607421875,-5.284747123718262","0.1611735224723816,0.20376050472259521,0.47974419593811035,0.18427148461341858,0.14124003052711487,0.2520858645439148,0.1899176985025406,0.3464890718460083,0.18302953243255615,0.18101489543914795,0.13248760998249054,0.1737358421087265",123.046875,spotify:track:75Ak0cit8hV604Wjlq1gf2
Aajkal Tere Mere Pyar Ke Charche - Suman Kalyanpur.mp3,"-353.6632080078125,117.69564056396484,-55.1943473815918,-1.543154001235962,-26.12374496459961","0.31848880648612976,0.14182433485984802,0.2262074053287506,0.14720433950424194,0.0833909884095192,0.18968084454536438,0.07818755507469177,0.055768705904483795,0.13694803416728973,0.18443194031715393,0.47519493103027344,0.2341558039188385",99.38401442,"-119.37554168701172,75.44621276855469,-39.93449020385742,28.570112228393555,-27.520061492919922","0.4052996337413788,0.16260330379009247,0.37413012981414795,0.2574405372142792,0.2204483300447464,0.3083927035331726,0.13668642938137054,0.17470835149288177,0.13007652759552002,0.31228622794151306,0.41661086678504944,0.25600558519363403",103.359375,spotify:track:2uiAZVVKqqYlM6KM9POTYq
Aankh Marey From Simmba - Neha Kakkar.mp3,"-72.3538589477539,68.06986236572266,-3.60616135597229,18.766759872436523,6.17236328125","0.3525071144104004,0.32939377427101135,0.37731969356536865,0.38404107093811035,0.39509791135787964,0.4042379856109619,0.5785384178161621,0.813014030456543,0.5059834122657776,0.39064252376556396,0.39669644832611084,0.3930487036705017",172.265625,"-209.7170867919922,86.8927001953125,20.924089431762695,17.09562110900879,16.159744262695312","0.4419439435005188,0.3662983477115631,0.3975812792778015,0.4609105885028839,0.5589931607246399,0.5221713185310364,0.5035610795021057,0.47301551699638367,0.4935268461704254,0.5145180225372314,0.4982321262359619,0.6729775071144104",151.9990809,
Aankhein Khuli - Jatin-Lalit.mp3,"-461.0503234863281,51.22017288208008,8.722803115844727,23.186477661132812,10.259130477905273","0.19490033388137817,0.25660911202430725,0.28168433904647827,0.17747317254543304,0.22023652493953705,0.3353256583213806,0.3617505431175232,0.37772172689437866,0.2284536212682724,0.2504591643810272,0.32837119698524475,0.19860711693763733",143.5546875,"-376.95068359375,26.261892318725586,-14.651350021362305,6.025506973266602,-3.783086061477661","0.18346354365348816,0.16724823415279388,0.3311549723148346,0.16478349268436432,0.17042389512062073,0.2643328011035919,0.17978937923908234,0.2279265969991684,0.14531880617141724,0.19746549427509308,0.28146877884864807,0.16504895687103271",80.74951172,spotify:track:16XEVyPh5NT31CAAqPbxQF
Aap Ki Kashish - Himesh Reshammiya.mp3,"-210.60549926757812,65.86234283447266,-11.282896041870117,32.491580963134766,-13.917593002319336","0.17507700622081757,0.17221543192863464,0.27211427688598633,0.5362004041671753,0.3806532323360443,0.3300479054450989,0.4345124363899231,0.4005090594291687,0.675067663192749,0.4415893852710724,0.267008513212204,0.2965095043182373",151.9990809,"-247.69692993164062,99.84443664550781,0.5743695497512817,50.35667419433594,14.113122940063477","0.22886443138122559,0.20439408719539642,0.3758951723575592,0.7830598950386047,0.41057828068733215,0.22479107975959778,0.23761940002441406,0.24808913469314575,0.3342301845550537,0.2667607367038727,0.24294506013393402,0.2772770822048187",112.3471467,spotify:track:35Rrbt58ADLxyo1lu7xhZu
Aarons Aria - Music Circle.mp3,"-205.3140411376953,74.05182647705078,-54.07899475097656,27.960805892944336,-11.735283851623535","0.2959008514881134,0.3344062864780426,0.3166431784629822,0.3383282423019409,0.3922496438026428,0.4455161988735199,0.6965384483337402,0.6671611070632935,0.6018751263618469,0.5634543895721436,0.37318795919418335,0.3021410405635834",129.1992188,"-1131.37109375,0.0,0.0,0.0,0.0","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",117.4538352,
Aasan Nahin Yahan - Arijit Singh.mp3,"-323.3323059082031,181.26304626464844,6.039581298828125,-1.166260004043579,7.824017524719238","0.3462434709072113,0.2841702997684479,0.11123976856470108,0.1419312059879303,0.14255395531654358,0.3670576810836792,0.18180933594703674,0.12449218332767487,0.2531065344810486,0.2272355705499649,0.48835232853889465,0.21417662501335144",184.5703125,"-202.9949188232422,102.76038360595703,12.432096481323242,15.323235511779785,4.436144828796387","0.26934266090393066,0.20637094974517822,0.10833373665809631,0.1438983678817749,0.11235208064317703,0.2763698697090149,0.1413823664188385,0.11530432105064392,0.2597356140613556,0.32485949993133545,0.6852781772613525,0.33111372590065",123.046875,spotify:track:06zJUeKU5KFy50Cho6pDcr
Aashayein - KK.mp3,"-185.0105438232422,88.59431457519531,24.574995040893555,12.466320037841797,4.677705764770508","0.21639509499073029,0.36492714285850525,0.27791643142700195,0.2527129352092743,0.4248530864715576,0.2461431622505188,0.18049228191375732,0.162904754281044,0.5138699412345886,0.7512715458869934,0.3882049024105072,0.4322272837162018",117.4538352,"-310.7251281738281,146.886474609375,-30.066421508789062,16.46778106689453,-5.208591461181641","0.11199850589036942,0.40002116560935974,0.07051671296358109,0.11840806156396866,0.5791550874710083,0.12357062101364136,0.06377767026424408,0.051309891045093536,0.21480269730091095,0.6291988492012024,0.19179069995880127,0.09546058624982834",117.4538352,spotify:track:0d54B7VI12WOMK8AoIWllf
Aashayein - Slow Version - KK.mp3,"-219.58712768554688,136.27740478515625,3.861888885498047,4.093786239624023,4.193883419036865","0.16580013930797577,0.2630113959312439,0.14814962446689606,0.20102249085903168,0.5216494798660278,0.2042248398065567,0.2604198455810547,0.103162981569767,0.22973325848579407,0.4139954149723053,0.21877345442771912,0.24850229918956757",129.1992188,"-248.12527465820312,140.19540405273438,10.66441822052002,21.220218658447266,10.155900955200195","0.3124513328075409,0.8178386688232422,0.32990506291389465,0.04328516125679016,0.07593553513288498,0.050555530935525894,0.06909050792455673,0.05551990494132042,0.1277712732553482,0.2872302830219269,0.16282138228416443,0.1196095198392868",103.359375,spotify:track:4vQ0PCcy5uPJBgLxCKarKK
Aashiqui 2 Mashup - Arijit Singh.mp3,"-130.01913452148438,98.46482849121094,-2.2811951637268066,8.265079498291016,-8.77863883972168","0.1882815808057785,0.22425240278244019,0.1452966183423996,0.271852970123291,0.1429102122783661,0.13599486649036407,0.15758250653743744,0.17011374235153198,0.38028982281684875,0.2189314216375351,0.37074777483940125,0.40112122893333435",95.703125,"-344.1694030761719,147.60032653808594,9.726814270019531,30.883142471313477,15.43497371673584","0.3249400556087494,0.38144177198410034,0.25119224190711975,0.2478080838918686,0.5614777207374573,0.2806946933269501,0.17844760417938232,0.15432590246200562,0.22735683619976044,0.21763356029987335,0.33165526390075684,0.362276166677475",123.046875,spotify:track:5j7pU3PrmdKix8kkvPpBzE
Aasman Ke - KK.mp3,"-247.01025390625,137.47509765625,-68.2968978881836,9.131744384765625,18.28949737548828","0.2976454198360443,0.2973829209804535,0.5579065084457397,0.29783058166503906,0.3612523376941681,0.4951570928096771,0.32355985045433044,0.5097905993461609,0.5068714022636414,0.4264887273311615,0.4603910744190216,0.2634629011154175",123.046875,"-146.8604736328125,85.14482116699219,-14.451245307922363,47.399658203125,2.5929970741271973","0.26020556688308716,0.2580280900001526,0.6696170568466187,0.29340535402297974,0.207886204123497,0.3847244083881378,0.35321760177612305,0.6816441416740417,0.34201014041900635,0.4097704291343689,0.3005204200744629,0.23547959327697754",123.046875,spotify:track:5OWUUF8uJOr0VtA7akVmHX
Ab Mujhe Raat Din - Sonu Nigam.mp3,"-314.51202392578125,156.99166870117188,24.17920684814453,-2.2421064376831055,-12.893848419189453","0.2392786145210266,0.11710450798273087,0.2789570987224579,0.17100198566913605,0.13852129876613617,0.22724929451942444,0.10174302011728287,0.11648058891296387,0.2020309716463089,0.5090188980102539,0.4022005498409271,0.17975223064422607",99.38401442,"-98.78163146972656,160.28546142578125,-4.804117679595947,18.05921745300293,-3.5038673877716064","0.33809471130371094,0.40004396438598633,0.5279004573822021,0.32729214429855347,0.31292346119880676,0.4885728359222412,0.49605849385261536,0.40522894263267517,0.2607974410057068,0.31434476375579834,0.280180960893631,0.2316708117723465",99.38401442,spotify:track:4y5mqhrI0tdYI4M3EFluxP
Abhi Abhi - KK.mp3,"-389.2994079589844,157.2028350830078,-23.6737003326416,13.58458137512207,-1.9878036975860596","0.3823530077934265,0.43073540925979614,0.5578263401985168,0.300950288772583,0.32383328676223755,0.2498176544904709,0.35200175642967224,0.3698529601097107,0.24709169566631317,0.456101655960083,0.25979289412498474,0.32973599433898926",143.5546875,"-17.828868865966797,123.89266204833984,3.101702928543091,28.11740493774414,3.0773189067840576","0.4632771909236908,0.4228806495666504,0.4039323031902313,0.5421229004859924,0.43419525027275085,0.37820589542388916,0.47537025809288025,0.557052731513977,0.6840232610702515,0.48073890805244446,0.5894483327865601,0.6965161561965942",117.4538352,spotify:track:1tKhy83q8OsdcpZaX9N4Z2
Abhi Mujh Mein Kahin - Ajay-Atul.mp3,"-441.7770080566406,199.78334045410156,-16.213510513305664,2.8254106044769287,12.345093727111816","0.11270119249820709,0.3522506356239319,0.5994653701782227,0.27294066548347473,0.2435322254896164,0.12227644771337509,0.35925668478012085,0.4057251513004303,0.22290603816509247,0.3340217173099518,0.15270787477493286,0.0837412178516388",129.1992188,"-421.4878234863281,74.05580139160156,1.746944785118103,17.178112030029297,-7.466935634613037","0.28488171100616455,0.3815135955810547,0.4419770836830139,0.3635624945163727,0.36871635913848877,0.3342627286911011,0.30850422382354736,0.22074280679225922,0.2663039565086365,0.3543848693370819,0.273611456155777,0.2926892340183258",135.9991776,spotify:track:73y649QhnXdcm6fRdvfraO
Abhi Na Jao Chhod Kar - Asha Bhosle.mp3,"-280.3385314941406,197.4215545654297,21.899185180664062,0.9176209568977356,9.002280235290527","0.1245170310139656,0.21792355179786682,0.15604673326015472,0.3801998794078827,0.5110463500022888,0.2719796895980835,0.20097708702087402,0.16273382306098938,0.3659103214740753,0.2196170538663864,0.1846265196800232,0.29077932238578796",135.9991776,"-215.09918212890625,142.10052490234375,7.295951843261719,18.84874725341797,9.550089836120605","0.3238625228404999,0.30541712045669556,0.2499592900276184,0.26757875084877014,0.5298110246658325,0.2904518246650696,0.3773791790008545,0.4692876935005188,0.3676495850086212,0.20851631462574005,0.2355268895626068,0.4046515226364136",95.703125,spotify:track:2oaKoKA8bvgWfBi9M8wEVJ
