filename,mfcc_start,chroma_start,tempo_start,mfcc_end,chroma_end,tempo_end,uri
Best Friend - Rex Orange County.mp3,"-174.99847412109375,120.35772705078125,-5.139538764953613,-17.99581527709961,7.149383544921875","0.12608851492404938,0.1913236379623413,0.1253041923046112,0.19524291157722473,0.12901778519153595,0.2305763214826584,0.43438950181007385,0.21971791982650757,0.2193121314048767,0.26659664511680603,0.5653060674667358,0.30088403820991516",143.5546875,"-401.4422912597656,118.12139129638672,1.428871750831604,36.36275863647461,23.705490112304688","0.30708202719688416,0.557280957698822,0.2390555739402771,0.12309692800045013,0.1815168559551239,0.4053342342376709,0.2388402670621872,0.135849729180336,0.13663819432258606,0.1797804981470108,0.2731874883174896,0.29793667793273926",95.703125,spotify:track:3rPtS4nfpy7PsARctAWpzd
Best of Me - NEFFEX.mp3,"-408.6744384765625,129.468017578125,80.76564025878906,56.195701599121094,32.24336242675781","0.6879031658172607,0.6591278314590454,0.6807012557983398,0.6637897491455078,0.6568741798400879,0.5900008678436279,0.5360772609710693,0.5597206354141235,0.6262961030006409,0.6228989362716675,0.6254451870918274,0.733820915222168",172.265625,"-213.91412353515625,58.68405532836914,-23.34500503540039,15.156486511230469,3.260098934173584","0.4599805772304535,0.3163013160228729,0.3217611610889435,0.32682034373283386,0.45718929171562195,0.4874778091907501,0.35591328144073486,0.42007943987846375,0.30123865604400635,0.3534107208251953,0.3858552575111389,0.4909166991710663",151.9990809,spotify:track:7zv0i1f8kTy8hPapkm28kz
Best Song Ever - One Direction.mp3,"-192.86148071289062,106.11617279052734,-21.41099739074707,9.988391876220703,-7.193495750427246","0.45982787013053894,0.449150949716568,0.48692837357521057,0.5263541340827942,0.4890870749950409,0.45902132987976074,0.42202532291412354,0.3850574195384979,0.4546569585800171,0.5094016790390015,0.5311655402183533,0.49854350090026855",112.3471467,"-168.64068603515625,89.89373016357422,-26.59455680847168,-3.329989194869995,0.8888605237007141","0.38979387283325195,0.44810765981674194,0.33941060304641724,0.4531031847000122,0.324713796377182,0.36941465735435486,0.298584520816803,0.3498644530773163,0.5745183825492859,0.3835158944129944,0.3402220904827118,0.24375766515731812",112.3471467,spotify:track:5T7ZFtCcOgkpjxcuaeZbw0
Better - Khalid.mp3,"-285.2744445800781,217.91513061523438,-22.19922637939453,5.0056328773498535,15.518036842346191","0.33282598853111267,0.19218094646930695,0.25678586959838867,0.19548426568508148,0.15506912767887115,0.425319105386734,0.24728257954120636,0.40643778443336487,0.20229104161262512,0.2107880413532257,0.5991338491439819,0.29964780807495117",129.1992188,"-612.38720703125,104.2191162109375,9.290437698364258,11.37651538848877,12.793693542480469","0.3964096009731293,0.3156208395957947,0.2893954813480377,0.20702925324440002,0.33491793274879456,0.2947118878364563,0.2939595878124237,0.4133746027946472,0.2538607716560364,0.20045357942581177,0.21171586215496063,0.3456496000289917",161.4990234,spotify:track:6zeeWid2sgw4lap2jV61PZ
Better Days - Arman Cekin.mp3,"-175.95260620117188,162.58583068847656,-0.8135207295417786,28.416929244995117,1.739259123802185","0.6254802942276001,0.24505464732646942,0.1876189410686493,0.27227675914764404,0.23015061020851135,0.305269330739975,0.22174103558063507,0.4230179488658905,0.2494998723268509,0.09097214788198471,0.11452286690473557,0.19127924740314484",99.38401442,"-335.94219970703125,189.70004272460938,31.501384735107422,16.38581085205078,7.700225830078125","0.6276786923408508,0.23856544494628906,0.2509099245071411,0.5715082883834839,0.34872278571128845,0.3689616024494171,0.2429174929857254,0.3532901108264923,0.2606990933418274,0.1254471391439438,0.14692366123199463,0.20953570306301117",129.1992188,spotify:track:1FtYN2OwwvNgxfqf5XsD6M
Better Days - Dermot Kennedy.mp3,"-456.7210388183594,175.69395446777344,24.43116569519043,11.042540550231934,3.4892818927764893","0.7019071578979492,0.27635321021080017,0.10726708918809891,0.05209658294916153,0.06843528896570206,0.10231570899486542,0.08218637108802795,0.14524626731872559,0.10698125511407852,0.17718881368637085,0.14004944264888763,0.33799514174461365",99.38401442,"-200.18894958496094,76.73100280761719,-0.6382725238800049,14.79560661315918,-1.3123478889465332","0.8177918791770935,0.3672873079776764,0.5008334517478943,0.3273475468158722,0.34131523966789246,0.24713310599327087,0.19539526104927063,0.2816633880138397,0.18748357892036438,0.16076353192329407,0.1646999716758728,0.43446195125579834",99.38401442,spotify:track:0B6hW0mGwtejHAWuJ0qMka
Better Days NEIKED x Mae Muller x Polo G - NEIKED.mp3,"-165.34539794921875,109.76176452636719,-39.075313568115234,5.841034412384033,2.6314759254455566","0.2961645722389221,0.2606750428676605,0.444502055644989,0.41808590292930603,0.28722524642944336,0.26135843992233276,0.2297006994485855,0.38083118200302124,0.3482123613357544,0.24207042157649994,0.3957948684692383,0.26808294653892517",107.6660156,"-241.06947326660156,71.54988098144531,1.7521865367889404,-10.182347297668457,-5.0979390144348145","0.36843255162239075,0.29381462931632996,0.41559353470802307,0.31319770216941833,0.201095312833786,0.4063575565814972,0.25240975618362427,0.2847970128059387,0.24084429442882538,0.2147156298160553,0.2597450613975525,0.20224538445472717",112.3471467,
Better Now feat MARO - ODESZA.mp3,"-147.48348999023438,116.59174346923828,-46.0992431640625,36.6939811706543,-39.721012115478516","0.47518736124038696,0.35793545842170715,0.3318435847759247,0.32982417941093445,0.4394563138484955,0.3080922067165375,0.2973930537700653,0.28558626770973206,0.247726708650589,0.205739825963974,0.23885129392147064,0.6854826807975769",89.10290948,"-1073.32763671875,7.313398838043213,-0.2561343312263489,2.960655927658081,3.493433952331543","0.13085919618606567,0.18964476883411407,0.17590919137001038,0.1258067488670349,0.10573718696832657,0.12190787494182587,0.14940418303012848,0.12131291627883911,0.12185775488615036,0.11199644207954407,0.10347536951303482,0.10581786185503006",161.4990234,
Better Off Alone - Kai Wachi.mp3,"-228.1339569091797,135.9031982421875,-31.530498504638672,81.71943664550781,15.880846977233887","0.5414166450500488,0.4278593063354492,0.5207650661468506,0.3224206268787384,0.17937029898166656,0.14824864268302917,0.20369888842105865,0.40191441774368286,0.28881993889808655,0.36280980706214905,0.2586486339569092,0.30276575684547424",151.9990809,"-385.49310302734375,155.21034240722656,-74.9429931640625,-70.65885925292969,1.2499059438705444","0.7483341097831726,0.23718519508838654,0.45757627487182617,0.14789621531963348,0.3214404582977295,0.1089821383357048,0.24123746156692505,0.40151071548461914,0.14986130595207214,0.06054649129509926,0.1026078313589096,0.3525221049785614",99.38401442,spotify:track:6wPBOv9UlysxoASQgRPPkU
Better Place - Rachel Platten.mp3,"-524.548095703125,110.385986328125,2.6942832469940186,26.360057830810547,10.322735786437988","0.4714024066925049,0.4538491368293762,0.5009454488754272,0.5200995802879333,0.4870147407054901,0.48080575466156006,0.434505820274353,0.38979530334472656,0.3780573308467865,0.41442716121673584,0.4520730674266815,0.4637405276298523",129.1992188,"-883.2472534179688,45.8386344909668,12.392865180969238,13.799933433532715,6.50051736831665","0.4757956266403198,0.2737346291542053,0.2124359905719757,0.2011333554983139,0.12476523220539093,0.14617131650447845,0.17343981564044952,0.13679535686969757,0.1385563760995865,0.13961710035800934,0.14823007583618164,0.22660744190216064",143.5546875,spotify:track:7xbXQeepclfQNqI3mLPb3c
Better Than This - Lauv.mp3,"-191.39537048339844,101.39109802246094,17.959678649902344,13.814821243286133,3.30759859085083","0.4579661190509796,0.7915332913398743,0.4485381841659546,0.3943703770637512,0.25856828689575195,0.2329171895980835,0.27010124921798706,0.23810406029224396,0.28363680839538574,0.24234715104103088,0.2750510275363922,0.2504030168056488",89.10290948,"-379.5384216308594,86.7979507446289,8.781817436218262,31.914756774902344,14.672708511352539","0.5177494883537292,0.6039255857467651,0.3803592920303345,0.44644802808761597,0.4157513678073883,0.5209394097328186,0.45933791995048523,0.39725765585899353,0.4395337700843811,0.30659839510917664,0.2646055221557617,0.24943216145038605",89.10290948,spotify:track:1s86nOhD2gWQ4Ii7ua5jOu
Better to Lie with Jesse  Swae Lee - benny blanco.mp3,"-348.2006530761719,174.6611785888672,-31.335205078125,34.358551025390625,28.063093185424805","0.3319142460823059,0.2513151466846466,0.2980305850505829,0.34895971417427063,0.27356576919555664,0.3340488076210022,0.3907226026058197,0.22894006967544556,0.15698130428791046,0.25589585304260254,0.47192156314849854,0.4478076696395874",103.359375,"-417.24737548828125,155.37515258789062,11.15316390991211,25.411678314208984,16.040987014770508","0.29218098521232605,0.5838842988014221,0.3601573705673218,0.4100123941898346,0.37545058131217957,0.3461318910121918,0.45940613746643066,0.30608808994293213,0.24347294867038727,0.24648350477218628,0.3793894648551941,0.2913508713245392",123.046875,
Better When Im Dancin - Meghan Trainor.mp3,"-237.1033935546875,75.51686096191406,-4.420252323150635,19.154285430908203,-13.859048843383789","0.11416149884462357,0.24332977831363678,0.39892610907554626,0.2411079853773117,0.30265170335769653,0.2271665334701538,0.3907165229320526,0.4257652163505554,0.2343376874923706,0.25936585664749146,0.1717219352722168,0.10788553208112717",129.1992188,"-230.86517333984375,66.70561981201172,4.372725009918213,14.302070617675781,0.19327975809574127","0.25089704990386963,0.36720559000968933,0.5841337442398071,0.3603344261646271,0.4095624089241028,0.32763221859931946,0.3991266191005707,0.45159387588500977,0.3866991400718689,0.520516037940979,0.3484385311603546,0.3030853271484375",129.1992188,
Between The Bars - Elliott Smith.mp3,"-366.28338623046875,132.7747039794922,12.13454818725586,24.909263610839844,13.024697303771973","0.0815201848745346,0.17058244347572327,0.29856735467910767,0.1647779494524002,0.17593099176883698,0.3015238046646118,0.6154575347900391,0.845428466796875,0.5238200426101685,0.2403559535741806,0.16524626314640045,0.09832537919282913",143.5546875,"-376.0117492675781,116.02980041503906,27.12726593017578,31.50989532470703,20.11975860595703","0.1472606658935547,0.18001191318035126,0.36695125699043274,0.4434469938278198,0.32296299934387207,0.2590295672416687,0.2629035413265228,0.30336958169937134,0.21765069663524628,0.3910481333732605,0.7213473916053772,0.3298032879829407",135.9991776,spotify:track:1JbUMtVkQuaAPdHOvncVTm
Bewafa - Imran Khan.mp3,"-342.3552551269531,195.63677978515625,-0.9245266914367676,15.421442985534668,1.8095802068710327","0.1739141196012497,0.13343535363674164,0.3400208055973053,0.20855385065078735,0.4143192172050476,0.17699141800403595,0.36370712518692017,0.40832045674324036,0.12707065045833588,0.18780039250850677,0.1438712775707245,0.3991759121417999",92.28515625,"-1131.37109375,0.0,0.0,0.0,0.0","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",117.4538352,spotify:track:4FcknXDJ8yW2QYUl0cm6uJ
Beyond - kyu.mp3,"-343.6186218261719,204.02313232421875,65.07927703857422,5.6767168045043945,-0.7140882611274719","0.13977396488189697,0.35706374049186707,0.37864840030670166,0.290276437997818,0.31339454650878906,0.2580493688583374,0.3806099593639374,0.24897058308124542,0.4138050377368927,0.615773618221283,0.24665768444538116,0.09016405045986176",99.38401442,"-260.6282043457031,135.4922637939453,2.2930634021759033,16.66127586364746,-3.427464008331299","0.3435608744621277,0.39758917689323425,0.6216375231742859,0.2928133010864258,0.36072060465812683,0.23204229772090912,0.3721067011356354,0.170630544424057,0.24825242161750793,0.45432108640670776,0.31751564145088196,0.4483771026134491",99.38401442,spotify:track:0Om4Jl5Y3WcZqMWEnoaIRY
Beyond the Waves - Amudo.mp3,"-340.3978271484375,175.4248809814453,17.970325469970703,28.402040481567383,-12.557953834533691","0.20514139533042908,0.16882693767547607,0.3719627559185028,0.22466109693050385,0.1477798968553543,0.20799337327480316,0.26002147793769836,0.5922729969024658,0.22065168619155884,0.34688714146614075,0.6010692715644836,0.2533012628555298",161.4990234,"-518.141357421875,117.38658142089844,27.471921920776367,26.407894134521484,13.231468200683594","0.24974097311496735,0.24343180656433105,0.4549572467803955,0.2577342689037323,0.1821039617061615,0.31400755047798157,0.2576560974121094,0.5940984487533569,0.32993343472480774,0.35933274030685425,0.6415439248085022,0.3058420419692993",161.4990234,spotify:track:6uB4JeqeiGxYn1pswrC7rX
Bhaag DK Bose Aandhi Aayi - Ram Sampath.mp3,"-143.0664520263672,60.64262008666992,7.392866611480713,26.052085876464844,8.253273963928223","0.3014065623283386,0.33510729670524597,0.33816155791282654,0.23787720501422882,0.21784180402755737,0.2757459282875061,0.3819604218006134,0.27052366733551025,0.23823048174381256,0.36122751235961914,0.3364740014076233,0.40913358330726624",107.6660156,"-162.9897003173828,62.41603088378906,-2.5005903244018555,13.951184272766113,-9.289456367492676","0.21957050263881683,0.18830683827400208,0.27726808190345764,0.2281249463558197,0.27361103892326355,0.26645928621292114,0.32042640447616577,0.25443801283836365,0.25127139687538147,0.4141892194747925,0.30477121472358704,0.3749472498893738",112.3471467,
Bhagwaan Hai Kahan Re Tu - Sonu Nigam.mp3,"-331.04315185546875,93.48348999023438,3.942025899887085,32.85985565185547,-1.444553017616272","0.12107477337121964,0.06572025269269943,0.05016153305768967,0.26666510105133057,0.7892276644706726,0.2089400440454483,0.05572053790092468,0.08553144335746765,0.1354522407054901,0.11020688712596893,0.18590393662452698,0.35644444823265076",129.1992188,"-302.2114562988281,98.80144500732422,0.4723418653011322,-0.6995912194252014,-25.149660110473633","0.11668173968791962,0.059692174196243286,0.05873679742217064,0.24200615286827087,0.7126291394233704,0.20159311592578888,0.22907871007919312,0.11683786660432816,0.23174871504306793,0.24450619518756866,0.19741664826869965,0.41799959540367126",151.9990809,spotify:track:6QXOeVS0RuwbMrI4ud2Lud
Bholi Si Surat - Uttam Singh.mp3,"-218.17506408691406,92.93604278564453,-29.574783325195312,0.7379463315010071,-18.996828079223633","0.4696178734302521,0.23575901985168457,0.1563725769519806,0.29551082849502563,0.2597357928752899,0.24405092000961304,0.43370145559310913,0.3155424892902374,0.43789422512054443,0.25457119941711426,0.35141345858573914,0.30144983530044556",89.10290948,"-175.1312713623047,91.4967041015625,-7.656271457672119,23.222108840942383,-0.3170534074306488","0.13113988935947418,0.2737402021884918,0.4693257510662079,0.2596544623374939,0.22168280184268951,0.2675812840461731,0.16756197810173035,0.21323396265506744,0.2072538137435913,0.33262765407562256,0.2593597173690796,0.146000474691391",117.4538352,spotify:track:0dova5UHQl7K3VlKu1pyEQ
Big Bad Wolf - Roses  Revolutions.mp3,"-211.31817626953125,95.57209014892578,-10.362299919128418,7.7466864585876465,-6.901551723480225","0.6498936414718628,0.5198385119438171,0.33002957701683044,0.2836979627609253,0.2577691376209259,0.22890928387641907,0.1815032809972763,0.23035305738449097,0.20222997665405273,0.22156791388988495,0.2602890729904175,0.35776302218437195",123.046875,"-211.19851684570312,80.58860778808594,-20.30570411682129,-8.888321876525879,-0.9820820093154907","0.3595479130744934,0.22972141206264496,0.23652368783950806,0.38972008228302,0.40643957257270813,0.6950381398200989,0.35800644755363464,0.2459641993045807,0.2065332978963852,0.22066903114318848,0.2549203634262085,0.25764206051826477",143.5546875,
Big Band Mix - Sonu Nigam.mp3,"-412.10430908203125,40.69574737548828,-12.890483856201172,28.453006744384766,24.300649642944336","0.262011855840683,0.3467099666595459,0.6085518598556519,0.546744167804718,0.28772494196891785,0.2550220489501953,0.14463840425014496,0.11137659847736359,0.12818856537342072,0.20028452575206757,0.13656862080097198,0.1622840315103531",135.9991776,"-242.6365966796875,40.79686737060547,5.04418420791626,9.16030216217041,5.366470813751221","0.29593273997306824,0.18036407232284546,0.19791796803474426,0.2017105370759964,0.2747955918312073,0.40567877888679504,0.22741839289665222,0.2831912636756897,0.5010837912559509,0.2903040647506714,0.20408236980438232,0.20657594501972198",135.9991776,spotify:track:4u35xH6SU1ym5vGzsZxvAp
